page_title,election_cycle,total_revisions,unique_editors,net_size_change,minor_edits,anonymous_edits,bot_edits,first_edit,last_edit,office,state,district,party,pvi,pvi_numeric,candidate_was_incumbent,candidate_won_election,vote_percentage,election_type,editing_span_days
Tulsi_Gabbard,2016,268,133,23972.0,61,63,11,2014-11-05 21:44:41+00:00,2016-11-08 07:30:46+00:00,House,Hawaii,Hawaii 2,Democratic,D+21,-21.0,True,True,81.2,general,733
Maggie_Hassan,2016,262,116,9696.0,59,36,12,2014-11-05 08:25:27+00:00,2016-11-08 21:22:37+00:00,Senate,New Hampshire,,Democratic,D+1,-1.0,False,True,47.97,general,734
Tammy_Duckworth,2016,261,100,5259.0,46,33,11,2014-11-08 08:09:57+00:00,2016-11-07 22:34:11+00:00,Senate,Illinois,,Democratic,D+8,-8.0,False,True,54.9,general,730
Kamala_Harris,2016,260,154,23612.0,57,95,13,2014-11-10 20:26:57+00:00,2016-11-08 23:57:04+00:00,Senate,California,,Democratic,D+9,-9.0,False,True,61.8,general,729
Russ_Feingold,2016,251,84,5016.0,63,39,8,2014-11-08 06:08:27+00:00,2016-10-29 03:05:45+00:00,Senate,Wisconsin,,Democratic,D+2,-2.0,False,False,46.84,general,720
Mark_Kirk,2016,248,67,36904.0,63,0,6,2014-11-06 23:43:24+00:00,2016-11-06 08:10:51+00:00,Senate,Illinois,,Republican,D+8,-8.0,False,False,39.8,general,730
John_Lewis,2016,247,155,7615.0,61,92,12,2014-11-13 06:13:31+00:00,2016-11-07 21:23:42+00:00,House,Georgia,Georgia 5,Democratic,D+32,-32.0,True,True,84.4,general,725
Richard_Burr,2016,242,68,19855.0,66,31,12,2014-11-05 04:57:31+00:00,2016-11-07 07:50:22+00:00,Senate,North Carolina,,Republican,R+3,3.0,False,True,51.1,general,733
Steve_Knight_(politician),2016,232,43,17485.0,50,11,7,2014-11-05 23:46:43+00:00,2016-11-08 04:46:19+00:00,House,California,California 25,Republican,R+3,3.0,True,True,53.1,general,733
Rob_Portman,2016,220,91,63840.0,44,58,10,2014-11-05 00:35:22+00:00,2016-11-08 15:36:40+00:00,Senate,Ohio,,Republican,R+1,1.0,False,True,58.0,general,734
Steve_Scalise,2016,219,83,8594.0,33,39,4,2014-12-08 06:12:29+00:00,2016-10-10 08:25:11+00:00,House,Louisiana,Louisiana 1,Republican,R+26,26.0,True,True,74.6,general,672
Patrick_Leahy,2016,205,91,21821.0,42,53,2,2014-11-05 23:54:00+00:00,2016-10-23 18:58:01+00:00,Senate,Vermont,,Democratic,D+18,-18.0,False,True,61.3,general,717
Kevin_McCarthy,2016,204,81,11347.0,32,69,4,2014-12-24 00:23:18+00:00,2016-11-02 03:53:02+00:00,House,California,California 23,Republican,R+16,16.0,True,True,69.2,general,679
Patrick_Murphy_(Florida_politician),2016,199,87,13729.0,54,49,6,2014-11-06 01:39:35+00:00,2016-11-04 01:32:30+00:00,Senate,Florida,,Democratic,R+2,2.0,False,False,44.3,general,728
Ron_Johnson,2016,197,84,26033.0,37,52,5,2014-11-06 18:35:54+00:00,2016-11-07 02:33:42+00:00,Senate,Wisconsin,,Republican,D+2,-2.0,False,True,50.19,general,731
Mike_Honda,2016,194,77,18829.0,33,51,4,2014-12-19 08:16:09+00:00,2016-10-27 19:13:50+00:00,House,California,California 17,Democratic,D+20,-20.0,True,False,39.0,general,678
David_Jolly,2016,187,66,12590.0,37,24,13,2014-11-07 11:57:35+00:00,2016-10-01 04:03:30+00:00,House,Florida,Florida 13,Republican,D+3,-3.0,True,False,48.1,general,693
Steve_King,2016,187,102,12638.0,45,73,7,2014-11-19 00:11:48+00:00,2016-10-07 23:54:28+00:00,House,Iowa,Iowa 4,Republican,R+5,5.0,True,True,61.3,general,688
Richard_Shelby,2016,185,71,16256.0,44,56,7,2014-11-06 17:02:18+00:00,2016-10-25 20:54:41+00:00,Senate,Alabama,,Republican,R+14,14.0,False,True,64.0,general,719
Jason_Chaffetz,2016,182,112,12629.0,45,70,8,2014-11-13 21:29:58+00:00,2016-11-06 02:13:20+00:00,House,Utah,Utah 3,Republican,R+28,28.0,True,True,73.5,general,723
Zephyr_Teachout,2016,181,72,8295.0,30,35,11,2014-12-03 20:30:09+00:00,2016-11-08 01:55:45+00:00,House,New York,New York 19,Democratic,D+1,-1.0,False,False,45.7,general,705
Katie_McGinty,2016,179,66,8658.0,28,29,8,2014-11-14 21:50:22+00:00,2016-11-06 14:12:19+00:00,Senate,Pennsylvania,,Democratic,D+1,-1.0,False,False,47.2,general,722
Kevin_Yoder,2016,179,79,13274.0,53,54,18,2014-12-13 00:46:08+00:00,2016-10-23 15:58:57+00:00,House,Kansas,Kansas 3,Republican,R+6,6.0,True,True,51.3,general,680
Jason_Kander,2016,174,75,5401.0,31,32,7,2014-12-31 18:26:01+00:00,2016-11-08 15:40:58+00:00,Senate,Missouri,,Democratic,R+5,5.0,False,False,46.2,general,677
Scott_DesJarlais,2016,171,42,13208.0,26,71,5,2014-11-08 20:56:15+00:00,2016-10-08 16:22:30+00:00,House,Tennessee,Tennessee 4,Republican,R+18,18.0,True,True,65.0,general,699
Jan_Schakowsky,2016,170,60,1954.0,25,51,7,2014-11-05 20:15:08+00:00,2016-10-23 11:41:14+00:00,House,Illinois,Illinois 9,Democratic,D+15,-15.0,True,True,66.5,general,717
Seth_Moulton,2016,170,73,9764.0,30,30,6,2014-11-05 02:49:49+00:00,2016-10-14 17:18:38+00:00,House,Massachusetts,Massachusetts 6,Democratic,D+4,-4.0,True,True,98.4,general,709
Scott_Garrett,2016,167,36,-650.0,38,14,5,2014-12-13 00:22:37+00:00,2016-11-06 01:14:38+00:00,House,New Jersey,New Jersey 5,Republican,R+4,4.0,True,False,46.7,general,694
Will_Hurd,2016,166,61,13601.0,24,27,1,2014-11-05 04:24:55+00:00,2016-10-26 01:20:49+00:00,House,Texas,Texas 23,Republican,R+3,3.0,True,True,48.3,general,720
Devin_Nunes,2016,157,48,19418.0,26,24,5,2014-11-18 22:03:20+00:00,2016-11-01 04:01:43+00:00,House,California,California 22,Republican,R+10,10.0,True,True,67.6,general,713
Ted_Deutch,2016,155,38,-2377.0,16,105,0,2014-12-04 01:44:40+00:00,2016-10-13 03:48:05+00:00,House,Florida,Florida 22,Democratic,D+5,-5.0,False,True,58.9,general,679
Elise_Stefanik,2016,153,60,10800.0,24,31,2,2014-11-05 13:35:54+00:00,2016-11-01 13:04:57+00:00,House,New York,New York 21,Republican,EVEN,0.0,True,True,65.3,general,726
Michael_Bennet,2016,152,51,9257.0,30,29,4,2014-11-07 05:59:22+00:00,2016-10-23 08:20:31+00:00,Senate,Colorado,,Democratic,D+1,-1.0,False,True,50.0,general,716
John_Faso,2016,150,35,525.0,21,12,7,2015-06-16 17:15:03+00:00,2016-11-01 23:03:21+00:00,House,New York,New York 19,Republican,D+1,-1.0,False,True,54.2,general,504
Barbara_Comstock,2016,148,48,8788.0,36,8,9,2014-11-05 18:20:15+00:00,2016-10-09 20:18:39+00:00,House,Virginia,Virginia 10,Republican,R+2,2.0,True,True,52.7,general,704
Brian_Babin,2016,148,53,16827.0,23,22,4,2014-11-05 21:41:02+00:00,2016-11-02 03:12:44+00:00,House,Texas,Texas 36,Republican,R+25,25.0,True,True,88.6,general,727
Evan_Bayh,2016,147,56,-1729.0,28,23,4,2014-12-15 01:13:22+00:00,2016-11-06 15:54:26+00:00,Senate,Indiana,,Democratic,R+5,5.0,False,False,42.4,general,692
Andy_Harris_(politician),2016,143,90,12004.0,41,45,16,2014-11-05 20:30:03+00:00,2016-11-01 08:03:59+00:00,House,Maryland,Maryland 1,Republican,R+14,14.0,True,True,67.0,general,726
Bruce_Poliquin,2016,140,44,10777.0,24,19,2,2014-11-05 03:28:30+00:00,2016-11-06 01:11:02+00:00,House,Maine,Maine 2,Republican,D+2,-2.0,True,True,54.8,general,731
Pat_Toomey,2016,140,61,30521.0,37,23,8,2014-11-06 16:39:58+00:00,2016-11-07 15:55:59+00:00,Senate,Pennsylvania,,Republican,D+1,-1.0,False,True,48.9,general,731
Dave_Brat,2016,138,89,9155.0,36,33,5,2014-11-05 05:29:15+00:00,2016-11-01 03:18:43+00:00,House,Virginia,Virginia 7,Republican,R+8,8.0,True,True,57.5,general,726
Scott_Angelle,2016,137,32,7439.0,14,37,4,2014-11-09 07:41:16+00:00,2016-09-14 02:39:08+00:00,House,Louisiana,Louisiana 3,Republican,R+19,19.0,False,True,28.6,general,674
Loretta_Sanchez,2016,135,75,15938.0,22,41,4,2014-11-26 16:25:12+00:00,2016-11-07 20:01:31+00:00,Senate,California,,Democratic,D+9,-9.0,False,False,38.2,general,712
Martha_McSally,2016,134,66,8226.0,22,37,5,2014-11-06 20:32:46+00:00,2016-11-05 22:03:44+00:00,House,Arizona,Arizona 2,Republican,R+3,3.0,True,True,57.0,general,730
Justin_Amash,2016,133,80,9744.0,21,26,6,2014-11-16 19:02:58+00:00,2016-10-28 06:53:47+00:00,House,Michigan,Michigan 3,Republican,R+4,4.0,True,True,59.5,general,711
Darin_LaHood,2016,129,56,6786.0,16,32,3,2014-12-10 06:50:30+00:00,2016-09-28 02:31:48+00:00,House,Illinois,Illinois 18,Republican,R+11,11.0,True,True,72.1,general,657
Keith_Ellison,2016,128,75,1847.0,31,34,10,2014-11-13 19:19:50+00:00,2016-11-07 20:50:01+00:00,House,Minnesota,Minnesota 5,DFL,D+22,-22.0,True,True,69.1,general,725
John_Thune,2016,125,81,15506.0,28,39,2,2014-11-07 17:27:49+00:00,2016-11-04 19:55:22+00:00,Senate,South Dakota,,Republican,R+10,10.0,False,True,71.8,general,728
Denise_Juneau,2016,124,26,2360.0,30,6,5,2014-11-07 00:03:06+00:00,2016-11-08 02:22:17+00:00,House,Montana,Montana at-large,Democratic,R+7,7.0,False,False,40.5,general,732
Dan_Donovan_(politician),2016,123,53,10910.0,25,15,9,2014-12-05 00:04:25+00:00,2016-11-03 06:35:53+00:00,House,New York,New York 11,Republican,R+2,2.0,True,True,61.5,general,699
Lisa_Murkowski,2016,123,71,21550.0,29,38,6,2014-11-07 05:57:51+00:00,2016-11-04 01:30:46+00:00,Senate,Alaska,,Republican,R+12,12.0,False,True,44.5,general,727
Louie_Gohmert,2016,123,76,2080.0,35,33,11,2014-11-08 05:27:07+00:00,2016-11-05 00:40:35+00:00,House,Texas,Texas 1,Republican,R+24,24.0,True,True,73.9,general,727
Ryan_Zinke,2016,121,54,4437.0,19,25,4,2014-11-06 03:54:21+00:00,2016-10-31 19:11:46+00:00,House,Montana,Montana at-large,Republican,R+7,7.0,True,True,56.2,general,725
Tom_Graves,2016,120,63,8197.0,38,31,8,2014-12-01 10:48:49+00:00,2016-11-02 14:46:19+00:00,House,Georgia,Georgia 14,Republican,R+26,26.0,True,True,99.9,general,702
Johnny_Isakson,2016,119,66,19937.0,26,26,4,2014-11-07 17:40:49+00:00,2016-11-08 02:58:56+00:00,Senate,Georgia,,Republican,R+6,6.0,False,True,54.8,general,731
Pete_Aguilar,2016,118,37,13606.0,6,70,3,2014-11-09 13:45:33+00:00,2016-10-25 23:37:44+00:00,House,California,California 31,Democratic,D+5,-5.0,True,True,56.1,general,716
Brad_Ashford,2016,117,54,4635.0,12,21,4,2014-11-05 20:20:04+00:00,2016-11-07 01:47:23+00:00,House,Nebraska,Nebraska 2,Democratic,R+4,4.0,True,False,47.7,general,732
Robert_Aderholt,2016,116,75,1262.0,41,31,13,2015-01-06 04:43:23+00:00,2016-10-21 17:30:46+00:00,House,Alabama,Alabama 4,Republican,R+28,28.0,True,True,98.5,general,654
Todd_Young,2016,116,54,7817.0,24,20,4,2014-11-06 06:17:50+00:00,2016-11-07 00:39:19+00:00,Senate,Indiana,,Republican,R+5,5.0,False,True,52.1,general,731
Chuck_Grassley,2016,115,75,17659.0,23,32,4,2014-11-06 18:10:21+00:00,2016-11-08 16:58:44+00:00,Senate,Iowa,,Republican,D+1,-1.0,False,True,60.1,general,732
Charlie_Crist,2016,113,75,21513.0,27,24,8,2014-11-05 02:33:39+00:00,2016-11-08 10:07:11+00:00,House,Florida,Florida 13,Democratic,D+3,-3.0,False,True,51.9,general,734
Catherine_Cortez_Masto,2016,112,48,8571.0,15,36,1,2014-11-05 09:45:36+00:00,2016-11-08 08:31:03+00:00,Senate,Nevada,,Democratic,D+2,-2.0,False,True,47.1,general,733
Don_Young,2016,112,54,10391.0,26,18,10,2014-11-07 00:37:14+00:00,2016-10-27 21:39:01+00:00,House,Alaska,Alaska at-large,Republican,R+12,12.0,True,True,50.3,general,720
Hank_Johnson,2016,111,58,7489.0,21,33,8,2014-11-18 08:53:06+00:00,2016-10-15 02:01:58+00:00,House,Georgia,Georgia 4,Democratic,D+21,-21.0,True,True,75.7,general,696
Tim_Scott,2016,110,67,10112.0,17,23,5,2014-11-05 03:51:33+00:00,2016-10-18 22:20:39+00:00,Senate,South Carolina,,Republican,R+8,8.0,False,True,60.5,general,713
Barbara_Lee,2016,109,61,9800.0,27,15,10,2014-11-22 05:03:48+00:00,2016-10-17 14:51:47+00:00,House,California,California 13,Democratic,D+37,-37.0,True,True,90.8,general,695
Jim_Gray_(American_politician),2016,109,58,682.0,20,51,6,2014-11-05 00:47:09+00:00,2016-10-23 09:09:20+00:00,Senate,Kentucky,,Democratic,R+13,13.0,False,False,42.7,general,718
Alex_Mooney,2016,108,50,4600.0,30,17,2,2014-11-06 12:20:57+00:00,2016-10-31 20:57:15+00:00,House,West Virginia,West Virginia 2,Republican,R+11,11.0,True,True,58.2,general,725
Evan_Jenkins_(politician),2016,108,50,5963.0,22,11,9,2014-11-05 03:37:22+00:00,2016-10-18 14:45:53+00:00,House,West Virginia,West Virginia 3,Republican,R+14,14.0,True,True,67.9,general,713
Scott_Milne,2016,106,27,8331.0,24,17,3,2014-11-12 20:31:23+00:00,2016-11-05 20:59:43+00:00,Senate,Vermont,,Republican,D+18,-18.0,False,False,33.0,general,724
Mark_Walker_(North_Carolina_politician),2016,105,51,8465.0,31,23,8,2014-11-06 04:48:24+00:00,2016-09-15 11:25:39+00:00,House,North Carolina,North Carolina 6,Republican,R+10,10.0,True,True,59.2,general,679
Marsha_Blackburn,2016,105,58,6633.0,27,30,6,2014-11-08 20:53:08+00:00,2016-10-10 12:40:36+00:00,House,Tennessee,Tennessee 7,Republican,R+18,18.0,True,True,72.2,general,701
Brendan_Boyle,2016,104,30,9658.0,13,19,3,2014-11-05 15:01:38+00:00,2016-10-10 11:46:25+00:00,House,Pennsylvania,Pennsylvania 13,Democratic,D+13,-13.0,True,True,100.0,general,704
James_Lankford,2016,104,52,9350.0,22,33,2,2014-11-05 04:47:55+00:00,2016-11-06 14:30:34+00:00,Senate,Oklahoma,,Republican,R+19,19.0,False,True,67.7,general,732
Ted_Lieu,2016,104,72,7902.0,19,26,0,2014-11-05 07:48:39+00:00,2016-10-09 14:39:29+00:00,House,California,California 33,Democratic,D+11,-11.0,True,True,66.4,general,704
Brian_Schatz,2016,103,66,6732.0,18,40,2,2014-11-07 05:52:58+00:00,2016-11-08 08:07:59+00:00,Senate,Hawaii,,Democratic,D+20,-20.0,False,True,73.6,general,732
Mo_Brooks,2016,103,51,691.0,19,46,2,2014-11-06 02:17:47+00:00,2016-09-27 20:43:29+00:00,House,Alabama,Alabama 5,Republican,R+17,17.0,True,True,66.7,general,691
Morgan_Carroll,2016,103,25,13387.0,21,8,3,2015-02-23 16:50:33+00:00,2016-10-13 15:24:52+00:00,House,Colorado,Colorado 6,Democratic,D+1,-1.0,False,False,42.6,general,597
Nancy_Pelosi,2016,103,63,3056.0,32,0,8,2014-11-06 19:24:55+00:00,2016-11-04 23:53:16+00:00,House,California,California 12,Democratic,D+34,-34.0,True,True,80.9,general,729
Darrell_Issa,2016,100,47,2378.0,22,0,7,2014-11-10 20:38:18+00:00,2016-11-01 20:35:09+00:00,House,California,California 49,Republican,R+4,4.0,True,True,50.3,general,721
Jim_Jordan,2016,99,61,3530.0,20,32,5,2014-12-29 19:46:20+00:00,2016-10-11 04:18:17+00:00,House,Ohio,Ohio 4,Republican,R+9,9.0,True,True,68.0,general,651
Steve_Russell_(politician),2016,99,34,5737.0,27,6,10,2014-11-05 14:19:59+00:00,2016-09-18 14:17:46+00:00,House,Oklahoma,Oklahoma 5,Republican,R+12,12.0,True,True,57.1,general,682
John_Conyers,2016,98,58,5715.0,33,21,5,2014-11-29 16:37:02+00:00,2016-11-07 08:37:33+00:00,House,Michigan,Michigan 13,Democratic,D+34,-34.0,True,True,77.1,general,708
Deborah_Ross_(politician),2016,97,30,8364.0,24,17,5,2015-09-23 20:19:04+00:00,2016-11-04 13:48:49+00:00,Senate,North Carolina,,Democratic,R+3,3.0,False,False,45.3,general,407
Liz_Cheney,2016,97,56,-478.0,19,25,6,2014-12-17 08:35:02+00:00,2016-10-18 20:35:24+00:00,House,Wyoming,Wyoming at-large,Republican,R+22,22.0,False,True,60.3,general,671
Ron_DeSantis,2016,97,47,29957.0,18,9,6,2014-11-12 15:03:54+00:00,2016-10-18 19:09:43+00:00,House,Florida,Florida 6,Republican,R+4,4.0,True,True,58.6,general,706
Jared_Polis,2016,96,55,4731.0,16,45,4,2014-11-07 23:28:08+00:00,2016-10-23 04:01:27+00:00,House,Colorado,Colorado 2,Democratic,D+8,-8.0,True,True,56.9,general,715
Kyrsten_Sinema,2016,96,58,8647.0,21,22,6,2014-11-05 05:10:38+00:00,2016-10-13 08:01:23+00:00,House,Arizona,Arizona 9,Democratic,R+1,1.0,True,True,60.9,general,708
Mike_Coffman,2016,95,34,2677.0,20,7,8,2014-11-05 21:24:32+00:00,2016-10-26 20:35:45+00:00,House,Colorado,Colorado 6,Republican,D+1,-1.0,True,True,50.9,general,720
Richard_Blumenthal,2016,94,62,27823.0,24,19,6,2014-11-07 17:46:20+00:00,2016-11-04 02:03:50+00:00,Senate,Connecticut,,Democratic,D+7,-7.0,False,True,63.2,general,727
Mike_Bost,2016,92,34,5868.0,19,8,4,2014-11-05 15:51:59+00:00,2016-10-20 19:19:00+00:00,House,Illinois,Illinois 12,Republican,EVEN,0.0,True,True,54.3,general,715
Yvette_Clarke,2016,92,38,1233.0,25,7,4,2014-11-08 18:21:33+00:00,2016-11-08 11:09:10+00:00,House,New York,New York 9,Democratic,D+32,-32.0,True,True,92.3,general,730
Martha_Roby,2016,91,70,4244.0,29,21,7,2014-12-01 16:38:48+00:00,2016-10-19 03:56:03+00:00,House,Alabama,Alabama 2,Republican,R+17,17.0,True,True,48.8,general,687
Mike_Lee,2016,91,63,28886.0,30,28,2,2014-11-06 16:21:16+00:00,2016-10-24 00:59:28+00:00,Senate,Utah,,Republican,R+22,22.0,False,True,68.1,general,717
Carolyn_Maloney,2016,90,42,11382.0,29,20,9,2014-11-11 14:06:56+00:00,2016-11-08 20:05:30+00:00,House,New York,New York 12,Democratic,D+27,-27.0,True,True,83.1,general,728
Henry_Cuellar,2016,90,56,1361.0,32,25,13,2015-01-05 01:12:38+00:00,2016-10-21 13:16:31+00:00,House,Texas,Texas 28,Democratic,D+7,-7.0,True,True,66.2,general,655
Patty_Murray,2016,90,49,20898.0,16,20,4,2014-11-06 18:13:26+00:00,2016-10-29 12:11:21+00:00,Senate,Washington,,Democratic,D+5,-5.0,False,True,59.01,general,722
David_Young_(Iowa_politician),2016,89,46,11934.0,26,10,8,2014-11-05 05:06:11+00:00,2016-11-02 17:14:01+00:00,House,Iowa,Iowa 3,Republican,EVEN,0.0,True,True,53.5,general,728
Ralph_Abraham_(politician),2016,88,24,8233.0,7,6,1,2014-12-06 23:15:03+00:00,2016-11-06 16:41:35+00:00,House,Louisiana,Louisiana 5,Republican,R+15,15.0,True,True,81.6,general,700
Tim_Ryan_(Ohio_politician),2016,88,50,3202.0,28,16,12,2014-11-05 01:44:34+00:00,2016-10-29 05:54:21+00:00,House,Ohio,Ohio 13,Democratic,D+11,-11.0,True,True,67.7,general,724
Dana_Rohrabacher,2016,87,52,5477.0,26,23,3,2014-12-08 06:43:17+00:00,2016-10-27 04:56:13+00:00,House,California,California 48,Republican,R+7,7.0,True,True,58.3,general,688
Mike_Pompeo,2016,86,37,-133.0,17,27,6,2014-11-28 22:59:34+00:00,2016-11-05 05:32:02+00:00,House,Kansas,Kansas 4,Republican,R+14,14.0,True,True,60.7,general,707
Conner_Eldridge,2016,85,26,17754.0,11,51,1,2015-06-20 12:33:12+00:00,2016-11-07 23:34:30+00:00,Senate,Arkansas,,Democratic,R+14,14.0,False,False,36.3,general,506
Mac_Thornberry,2016,84,29,8750.0,10,8,3,2014-12-29 18:58:42+00:00,2016-10-27 22:30:15+00:00,House,Texas,Texas 13,Republican,R+32,32.0,True,True,90.0,general,668
Carlos_Curbelo,2016,83,43,9479.0,8,13,1,2014-11-05 03:09:46+00:00,2016-11-01 22:14:51+00:00,House,Florida,Florida 26,Republican,EVEN,0.0,True,True,53.0,general,727
John_Boozman,2016,83,47,15599.0,13,33,2,2014-11-06 16:37:12+00:00,2016-11-05 01:54:20+00:00,Senate,Arkansas,,Republican,R+14,14.0,False,True,59.7,general,729
Tom_Cole,2016,83,52,1932.0,31,21,8,2014-11-05 20:20:07+00:00,2016-11-08 02:12:19+00:00,House,Oklahoma,Oklahoma 4,Republican,R+19,19.0,True,True,69.6,general,733
Trent_Kelly,2016,83,29,8912.0,10,8,0,2015-05-13 18:11:39+00:00,2016-09-15 11:29:21+00:00,House,Mississippi,Mississippi 1,Republican,R+16,16.0,True,True,68.7,general,490
Adam_Schiff,2016,82,44,9651.0,31,14,4,2014-11-21 15:37:43+00:00,2016-10-04 00:34:58+00:00,House,California,California 28,Democratic,D+20,-20.0,True,True,78.0,general,682
Rodney_Frelinghuysen,2016,82,56,226.0,34,22,11,2014-11-19 01:39:35+00:00,2016-11-03 13:23:35+00:00,House,New Jersey,New Jersey 11,Republican,R+6,6.0,True,True,58.0,general,715
Bob_Dold,2016,81,48,5547.0,18,15,2,2014-11-05 08:30:38+00:00,2016-11-02 21:08:17+00:00,House,Illinois,Illinois 10,Republican,D+8,-8.0,True,False,47.4,general,728
Margaret_Stock,2016,81,16,8380.0,5,1,1,2014-11-05 16:20:17+00:00,2016-11-07 00:19:03+00:00,Senate,Alaska,,Independent,R+12,12.0,False,False,13.3,general,732
Monica_Vernon,2016,79,27,-196.0,23,7,3,2015-01-14 19:08:30+00:00,2016-06-23 07:14:18+00:00,House,Iowa,Iowa 1,Democratic,D+5,-5.0,False,False,46.2,general,525
Paul_Babeu,2016,79,31,2304.0,21,7,5,2014-11-28 02:27:41+00:00,2016-11-01 23:03:52+00:00,House,Arizona,Arizona 1,Republican,R+4,4.0,False,False,43.4,general,704
Pramila_Jayapal,2016,79,47,3987.0,14,32,4,2015-02-04 05:31:20+00:00,2016-11-08 12:54:49+00:00,House,Washington,Washington 7,Democratic,D+29,-29.0,False,True,56.0,general,643
Alcee_Hastings,2016,78,40,1945.0,14,37,6,2014-12-08 04:10:36+00:00,2016-11-08 12:06:33+00:00,House,Florida,Florida 20,Democratic,D+30,-30.0,True,True,80.3,general,701
Daniel_Webster_(Florida_politician),2016,78,46,3405.0,11,32,4,2014-12-03 20:12:37+00:00,2016-09-20 02:39:38+00:00,House,Florida,Florida 11,Republican,R+11,11.0,False,True,65.4,general,656
John_Katko,2016,78,36,9148.0,13,12,3,2014-11-05 05:03:33+00:00,2016-11-03 19:59:35+00:00,House,New York,New York 24,Republican,D+5,-5.0,True,True,60.5,general,729
Adam_Kinzinger,2016,77,39,8294.0,19,5,6,2014-12-02 15:35:34+00:00,2016-10-03 23:10:47+00:00,House,Illinois,Illinois 16,Republican,R+4,4.0,True,True,99.9,general,671
Alma_Adams,2016,77,35,4697.0,4,14,1,2014-11-05 06:32:04+00:00,2016-09-15 10:54:47+00:00,House,North Carolina,North Carolina 12,Democratic,D+16,-16.0,True,True,67.0,general,680
Anthony_Brown_(Maryland_politician),2016,77,41,4843.0,35,11,5,2014-11-05 05:41:57+00:00,2016-10-18 06:43:26+00:00,House,Maryland,Maryland 4,Democratic,D+26,-26.0,False,True,74.1,general,713
Duncan_D._Hunter,2016,77,46,6172.0,20,18,5,2014-12-25 01:43:04+00:00,2016-10-30 02:18:35+00:00,House,California,California 50,Republican,R+14,14.0,True,True,63.5,general,675
Elijah_Cummings,2016,77,49,2676.0,18,25,3,2014-11-08 20:22:39+00:00,2016-11-02 02:32:09+00:00,House,Maryland,Maryland 7,Democratic,D+24,-24.0,True,True,74.9,general,724
Frank_Guinta,2016,76,42,1201.0,18,18,3,2014-11-06 03:59:11+00:00,2016-11-03 20:35:38+00:00,House,New Hampshire,New Hampshire 1,Republican,R+1,1.0,True,False,43.0,general,728
Tom_MacArthur,2016,76,35,15024.0,11,9,0,2014-11-05 02:43:56+00:00,2016-09-15 11:18:58+00:00,House,New Jersey,New Jersey 3,Republican,R+1,1.0,True,True,59.3,general,680
Xavier_Becerra,2016,76,41,-1258.0,19,17,9,2014-11-16 01:57:12+00:00,2016-11-05 23:19:40+00:00,House,California,California 34,Democratic,D+30,-30.0,True,True,77.2,general,720
Bonnie_Watson_Coleman,2016,75,40,4404.0,14,33,1,2014-11-06 11:55:08+00:00,2016-11-06 01:47:45+00:00,House,New Jersey,New Jersey 12,Democratic,D+14,-14.0,True,True,62.9,general,730
Gregg_Harper,2016,75,23,9.0,3,51,0,2014-12-26 02:37:18+00:00,2016-09-13 18:53:25+00:00,House,Mississippi,Mississippi 3,Republican,R+14,14.0,True,True,66.2,general,627
John_Shimkus,2016,75,26,3119.0,19,8,4,2014-12-10 13:28:29+00:00,2016-09-09 11:11:42+00:00,House,Illinois,Illinois 15,Republican,R+14,14.0,True,True,100.0,general,638
Louise_Slaughter,2016,75,36,323.0,19,7,3,2014-11-06 08:57:34+00:00,2016-09-14 19:20:44+00:00,House,New York,New York 25,Democratic,D+7,-7.0,True,True,56.1,general,678
Rod_Blum,2016,75,41,9137.0,18,22,3,2014-11-05 05:18:52+00:00,2016-10-26 00:26:43+00:00,House,Iowa,Iowa 1,Republican,D+5,-5.0,True,True,53.8,general,720
Tim_Walberg,2016,75,18,-2984.0,15,4,3,2015-01-02 03:25:56+00:00,2016-09-12 14:05:54+00:00,House,Michigan,Michigan 7,Republican,R+3,3.0,True,True,55.0,general,619
Kathleen_Rice,2016,74,43,6122.0,17,17,3,2014-11-05 21:37:59+00:00,2016-09-15 11:22:59+00:00,House,New York,New York 4,Democratic,D+3,-3.0,True,True,59.5,general,679
Paul_Gosar,2016,74,47,7880.0,17,30,2,2014-12-13 04:32:52+00:00,2016-09-27 20:17:28+00:00,House,Arizona,Arizona 4,Republican,R+20,20.0,True,True,71.5,general,654
Tom_Suozzi,2016,74,15,4667.0,17,4,1,2014-12-29 14:23:45+00:00,2016-11-04 17:15:18+00:00,House,New York,New York 3,Democratic,EVEN,0.0,False,True,53.0,general,676
Charlie_Dent,2016,73,48,959.0,22,24,8,2014-11-27 10:25:23+00:00,2016-10-10 20:52:16+00:00,House,Pennsylvania,Pennsylvania 15,Republican,R+2,2.0,True,True,58.4,general,683
Jeff_Fortenberry,2016,73,47,801.0,27,20,6,2014-11-05 20:27:05+00:00,2016-10-27 02:56:13+00:00,House,Nebraska,Nebraska 1,Republican,R+10,10.0,True,True,69.5,general,721
Joe_Kennedy_III,2016,73,46,623.0,11,26,1,2014-11-06 23:48:54+00:00,2016-10-25 03:41:41+00:00,House,Massachusetts,Massachusetts 4,Democratic,D+6,-6.0,True,True,70.1,general,718
Misty_Snow,2016,73,31,4582.0,9,13,1,2016-06-29 05:25:08+00:00,2016-11-08 23:56:38+00:00,Senate,Utah,,Democratic,R+22,22.0,False,False,27.1,general,132
